date,media,article_id,category,subcategory,page_views
20260701,Digmedia,309407,志望動機,業界,2
20260701,Digmedia,309418,テスト,test,13
20260701,Digmedia,309427,ES,gakuchika,3
20260701,Digmedia,309435,面接,gd,11
20260701,Digmedia,309445,面接,gd,3
20260701,Digmedia,309458,面接,gd,1
20260701,Digmedia,309466,自己PR,文字pr,5
20260701,Digmedia,309468,ES,es,1
20260701,Digmedia,309515,3年生,Information,3
20260701,Digmedia,309520,志望動機,業界,1
20260701,Digmedia,309527,志望動機,業界,1
20260701,Digmedia,309530,志望動機,業界,0
20260701,Digmedia,309535,志望動機,業界,1
20260701,Digmedia,309539,面接,面接2,1
20260701,Digmedia,309557,志望動機,業界,1
20260701,Digmedia,309564,志望動機,業界,1
20260701,Digmedia,309575,テスト,test,15
20260701,Digmedia,309584,テスト,test,2
20260701,Digmedia,309607,テスト,test,2
20260701,Digmedia,309645,3年生,Internship,1
20260701,Digmedia,309653,ALL,all,1
20260701,Digmedia,309655,志望動機,業界,3
20260701,Digmedia,309664,志望動機,就活以外,2
20260701,Digmedia,309666,志望動機,業界,1
20260701,Digmedia,309668,志望動機,業界,5
20260701,Digmedia,309673,ALL,all,1
20260701,Digmedia,309674,面接,gd,3
20260701,Digmedia,309679,3年生,Internship,1
20260701,Digmedia,309695,志望動機,業界,1
20260701,Digmedia,309703,3年生,Internship,0
20260701,Digmedia,309723,3年生,Internship,4
20260701,Digmedia,309726,自己PR,prtansyo,7
20260701,Digmedia,309749,面接,面接1,1
20260701,Digmedia,309772,面接,面接2,2
20260701,Digmedia,309784,ALL,all,1
20260701,Digmedia,309790,3年生,Internship,1
20260701,Digmedia,309801,ES,gakuchika,3
20260701,Digmedia,309802,ES,gakuchika,1
20260701,Digmedia,309806,ES,gakuchika,1
20260701,Digmedia,309811,ES,gakuchika,4
20260701,Digmedia,309813,ES,gakuchika,1
20260701,Digmedia,309814,ES,gakuchika,2
20260701,Digmedia,309822,ES,gakuchika,1
20260701,Digmedia,309823,ES,gakuchika,1
20260701,Digmedia,309826,ES,gakuchika,1
20260701,Digmedia,309828,自己PR,pr,1
20260701,Digmedia,309834,ES,gakuchika,1
20260701,Digmedia,309837,面接,軸（業界）,5
20260701,Digmedia,309842,志望動機,志望動機,1
20260701,Digmedia,309853,ES,gakuchika,2
20260701,Digmedia,309868,ES,gakuchika,2
20260701,Digmedia,309875,ES,gakuchika,1
20260701,Digmedia,309876,ES,gakuchika,4
20260701,Digmedia,309878,ES,gakuchika,2
20260701,Digmedia,309879,ES,gakuchika,5
20260701,Digmedia,309880,ES,gakuchika,5
20260701,Digmedia,309882,ES,gakuchika,11
20260701,Digmedia,309883,ES,gakuchika,2
20260701,Digmedia,309884,ES,gakuchika,0
20260701,Digmedia,309894,ES,es,6
20260701,Digmedia,309896,ES,es,1
20260701,Digmedia,309901,ES,es,1
20260701,Digmedia,309910,ES,gakuchika,0
20260701,Digmedia,309912,面接,軸（その他）,5
20260701,Digmedia,309915,面接,軸（業界）,8
20260701,Digmedia,309916,面接,軸（その他）,3
20260701,Digmedia,309920,面接,軸（その他）,9
20260701,Digmedia,309921,面接,軸（その他）,2
20260701,Digmedia,309931,ES,es,2
20260701,Digmedia,309932,ES,gakuchika,1
20260701,Digmedia,309936,テスト,test,18
20260701,Digmedia,309941,ALL,all,1
20260701,Digmedia,309949,ALL,all,1
20260701,Digmedia,309953,面接,面接2,1
20260701,Digmedia,309959,ALL,all,1
20260701,Digmedia,309966,ALL,all,1
20260701,Digmedia,309982,ES,gakuchika,5
20260701,Digmedia,309983,ES,gakuchika,5
20260701,Digmedia,309988,ES,es,5
20260701,Digmedia,310000,ES,es,1
20260701,Digmedia,310002,ES,es,7
20260701,Digmedia,310003,ES,es,2
20260701,Digmedia,310005,志望動機,志望動機,1
20260701,Digmedia,310008,面接,軸（その他）,1
20260701,Digmedia,310021,ES,gakuchika,1
20260701,Digmedia,310023,ES,gakuchika,5
20260701,Digmedia,310024,ES,gakuchika,6
20260701,Digmedia,310025,ES,gakuchika,2
20260701,Digmedia,310026,志望動機,理系,1
20260701,Digmedia,310028,志望動機,理系,1
20260701,Digmedia,310051,自己PR,pr,0
20260701,Digmedia,310052,ES,gakuchika,1
20260701,Digmedia,310058,志望動機,理系,7
20260701,Digmedia,310062,志望動機,理系,2
20260701,Digmedia,310063,志望動機,業界,1
20260701,Digmedia,310066,ES,es,1
20260701,Digmedia,310079,志望動機,志望動機,2
20260701,Digmedia,310084,志望動機,理系,2
20260701,Digmedia,310092,ES,gakuchika,1
20260701,Digmedia,310108,志望動機,業界,9
20260701,Digmedia,310112,志望動機,業界,9
20260701,Digmedia,310119,ALL,all,1
20260701,Digmedia,310144,志望動機,理系,10
20260701,Digmedia,310146,志望動機,理系,1
20260701,Digmedia,310147,志望動機,理系,1
20260701,Digmedia,310149,志望動機,理系,2
20260701,Digmedia,310155,志望動機,理系,1
20260701,Digmedia,310157,志望動機,理系,7
20260701,Digmedia,310159,志望動機,理系,1
20260701,Digmedia,310160,志望動機,理系,1
20260701,Digmedia,310166,志望動機,理系,1
20260701,Digmedia,310171,志望動機,理系,2
20260701,Digmedia,310173,志望動機,理系,1
20260701,Digmedia,310175,志望動機,理系,1
20260701,Digmedia,310177,志望動機,理系,3
20260701,Digmedia,310178,志望動機,理系,1
20260701,Digmedia,310182,志望動機,理系,3
20260701,Digmedia,310183,志望動機,理系,3
20260701,Digmedia,310187,志望動機,理系,2
20260701,Digmedia,310190,志望動機,理系,1
20260701,Digmedia,310193,志望動機,理系,1
20260701,Digmedia,310194,志望動機,理系,1
20260701,Digmedia,310201,志望動機,理系,1
20260701,Digmedia,310202,志望動機,理系,3
20260701,Digmedia,310203,志望動機,理系,1
20260701,Digmedia,310205,志望動機,理系,5
20260701,Digmedia,310206,志望動機,理系,1
20260701,Digmedia,310207,志望動機,理系,2
20260701,Digmedia,310209,志望動機,理系,3
20260701,Digmedia,310213,志望動機,理系,2
20260701,Digmedia,310218,志望動機,理系,1
20260701,Digmedia,310219,志望動機,理系,1
20260701,Digmedia,310222,志望動機,理系,2
20260701,Digmedia,310238,志望動機,理系,1
20260701,Digmedia,310239,志望動機,理系,1
20260701,Digmedia,310240,志望動機,就活以外,2
20260701,Digmedia,310241,志望動機,就活以外,5
20260701,Digmedia,310242,志望動機,理系,5
20260701,Digmedia,310244,志望動機,理系,1
20260701,Digmedia,310245,志望動機,理系,1
20260701,Digmedia,310251,志望動機,理系,3
20260701,Digmedia,310252,志望動機,就活以外,29
20260701,Digmedia,310254,志望動機,理系,2
20260701,Digmedia,310256,ES,gakuchika,5
20260701,Digmedia,310258,志望動機,就活以外,2
20260701,Digmedia,310260,志望動機,業界,1
20260701,Digmedia,310261,志望動機,理系,2
20260701,Digmedia,310263,志望動機,理系,1
20260701,Digmedia,310270,志望動機,理系,2
20260701,Digmedia,310272,志望動機,理系,2
20260701,Digmedia,310273,志望動機,理系,1
20260701,Digmedia,310275,志望動機,理系,36
20260701,Digmedia,310281,志望動機,理系,3
20260701,Digmedia,310282,志望動機,理系,4
20260701,Digmedia,310283,志望動機,理系,1
20260701,Digmedia,310284,志望動機,理系,43
20260701,Digmedia,310287,志望動機,就活以外,6
20260701,Digmedia,310288,志望動機,業界,4
20260701,Digmedia,310291,志望動機,業界,9
20260701,Digmedia,310293,志望動機,業界,2
20260701,Digmedia,310300,志望動機,理系,2
20260701,Digmedia,310302,志望動機,理系,2
20260701,Digmedia,310304,志望動機,理系,1
20260701,Digmedia,310306,志望動機,就活以外,10
20260701,Digmedia,310307,志望動機,理系,1
20260701,Digmedia,310310,志望動機,理系,6
20260701,Digmedia,310311,志望動機,理系,2
20260701,Digmedia,310313,志望動機,理系,2
20260701,Digmedia,310324,志望動機,理系,1
20260701,Digmedia,310326,志望動機,理系,2
20260701,Digmedia,310327,志望動機,理系,4
20260701,Digmedia,310328,志望動機,理系,3
20260701,Digmedia,310330,志望動機,理系,1
20260701,Digmedia,310331,志望動機,理系,1
20260701,Digmedia,310332,志望動機,理系,7
20260701,Digmedia,310333,志望動機,理系,1
20260701,Digmedia,310337,志望動機,業界,1
20260701,Digmedia,310339,ES,es,2
20260701,Digmedia,310341,志望動機,理系,2
20260701,Digmedia,310345,志望動機,理系,3
20260701,Digmedia,310347,志望動機,理系,60
20260701,Digmedia,310357,テスト,test,1
20260701,Digmedia,310363,テスト,test,11
20260701,Digmedia,310364,志望動機,理系,4
20260701,Digmedia,310365,テスト,test,2
20260701,Digmedia,310367,テスト,test,1
20260701,Digmedia,310368,志望動機,就活以外,1
20260701,Digmedia,310371,ES,gakuchika,8
20260701,Digmedia,310374,テスト,test,1
20260701,Digmedia,310375,志望動機,就活以外,6
20260701,Digmedia,310376,志望動機,業界,1
20260701,Digmedia,310377,志望動機,理系,1
20260701,Digmedia,310378,志望動機,業界,5
20260701,Digmedia,310381,自己PR,mbti,1
20260701,Digmedia,310386,志望動機,業界,2
20260701,Digmedia,310389,テスト,test,1
20260701,Digmedia,310390,テスト,test,2
20260701,Digmedia,310396,志望動機,理系,22
20260701,Digmedia,310400,志望動機,就活以外,4
20260701,Digmedia,310403,テスト,test,1
20260701,Digmedia,310408,テスト,test,10
20260701,Digmedia,310413,志望動機,理系,1
20260701,Digmedia,310415,ES,gakuchika,1
20260701,Digmedia,310422,志望動機,業界,1
20260701,Digmedia,310423,志望動機,理系,1
20260701,Digmedia,310424,志望動機,理系,1
20260701,Digmedia,310426,志望動機,理系,7
20260701,Digmedia,310431,ES,gakuchika,1
20260701,Digmedia,310432,テスト,test,1
20260701,Digmedia,310435,テスト,test,4
20260701,Digmedia,310438,志望動機,業界,2
20260701,Digmedia,310440,自己PR,自己分析,1
20260701,Digmedia,310443,志望動機,業界,7
20260701,Digmedia,310445,志望動機,業界,2
20260701,Digmedia,310447,テスト,test,14
20260701,Digmedia,310451,志望動機,理系,1
20260701,Digmedia,310454,志望動機,理系,3
20260701,Digmedia,310461,志望動機,理系,2
20260701,Digmedia,310463,志望動機,志望動機,2
20260701,Digmedia,310466,志望動機,理系,1
20260701,Digmedia,310469,志望動機,理系,1
20260701,Digmedia,310471,志望動機,就活以外,2
20260701,Digmedia,310475,志望動機,理系,1
20260701,Digmedia,310476,志望動機,理系,2
20260701,Digmedia,310479,志望動機,理系,5
20260701,Digmedia,310480,3年生,Information,0
20260701,Digmedia,310483,志望動機,就活以外,17
20260701,Digmedia,310484,志望動機,理系,1
20260701,Digmedia,310485,志望動機,理系,2
20260701,Digmedia,310488,テスト,test,2
20260701,Digmedia,310497,志望動機,理系,2
20260701,Digmedia,310499,志望動機,理系,3
20260701,Digmedia,310502,志望動機,理系,1
20260701,Digmedia,310504,志望動機,理系,2
20260701,Digmedia,310506,志望動機,理系,1
20260701,Digmedia,310508,志望動機,理系,2
20260701,Digmedia,310511,志望動機,理系,2
20260701,Digmedia,310514,志望動機,理系,11
20260701,Digmedia,310517,志望動機,理系,11
20260701,Digmedia,310522,自己PR,自己PR教員採用,16
20260701,Digmedia,310536,志望動機,理系,3
20260701,Digmedia,310540,志望動機,理系,3
20260701,Digmedia,310544,志望動機,理系,1
20260701,Digmedia,310545,志望動機,理系,3
20260701,Digmedia,310550,志望動機,理系,2
20260701,Digmedia,310552,ES,gakuchika,1
20260701,Digmedia,310556,ES,gakuchika,1
20260701,Digmedia,310559,ES,gakuchika,1
20260701,Digmedia,310567,自己PR,pr,4
20260701,Digmedia,310569,自己PR,pr,1
20260701,Digmedia,310573,志望動機,志望動機,2
20260701,Digmedia,310574,3年生,Internship,6
20260701,Digmedia,310581,志望動機,志望動機,5
20260701,Digmedia,310584,志望動機,業界,1
20260701,Digmedia,310585,志望動機,理系,1
20260701,Digmedia,310590,志望動機,志望動機,1
20260701,Digmedia,310592,志望動機,志望動機,2
20260701,Digmedia,310594,志望動機,志望動機,3
20260701,Digmedia,310608,ES,gakuchika,2
20260701,Digmedia,310610,志望動機,志望動機,2
20260701,Digmedia,310612,志望動機,志望動機,5
20260701,Digmedia,310616,志望動機,志望動機,3
20260701,Digmedia,310651,志望動機,IT,1
20260701,Digmedia,310657,志望動機,志望動機,18
20260701,Digmedia,310665,3年生,Internship,1
20260701,Digmedia,310668,3年生,Internship,1
20260701,Digmedia,310669,志望動機,志望動機,3
20260701,Digmedia,310676,ES,es挑戦したこと,8
20260701,Digmedia,310681,ES,es,4
20260701,Digmedia,310683,志望動機,IT,2
20260701,Digmedia,310690,ES,gakuchika,2
20260701,Digmedia,310691,ES,gakuchika,3
20260701,Digmedia,310692,ES,gakuchika,1
20260701,Digmedia,310694,自己PR,pr,2
20260701,Digmedia,310695,自己PR,pr,1
20260701,Digmedia,310696,自己PR,pr,1
20260701,Digmedia,310697,自己PR,pr,6
20260701,Digmedia,310699,志望動機,就活以外,1
20260701,Digmedia,310702,ES,gakuchika,4
20260701,Digmedia,310703,ES,gakuchika,4
20260701,Digmedia,310709,自己PR,pr,2
20260701,Digmedia,310716,志望動機,志望動機,2
20260701,Digmedia,310717,志望動機,志望動機,3
20260701,Digmedia,310719,テスト,test,1
20260701,Digmedia,310720,テスト,test,3
20260701,Digmedia,310724,自己PR,pr,3
20260701,Digmedia,310729,志望動機,IT,1
20260701,Digmedia,310732,自己PR,pr,6
20260701,Digmedia,310735,自己PR,pr,2
20260701,Digmedia,310743,自己PR,pr,3
20260701,Digmedia,310744,自己PR,pr,1
20260701,Digmedia,310753,自己PR,pr,1
20260701,Digmedia,310754,自己PR,pr,2
20260701,Digmedia,310755,自己PR,pr,2
20260701,Digmedia,310756,自己PR,pr,1
20260701,Digmedia,310760,自己PR,pr,1
20260701,Digmedia,310763,自己PR,pr,1
20260701,Digmedia,310765,自己PR,pr,2
20260701,Digmedia,310768,自己PR,pr,1
20260701,Digmedia,310783,ES,ガクチカ添削,6
20260701,Digmedia,310784,ES,gakuchika,12
20260701,Digmedia,310786,ES,gakuchika,1
20260701,Digmedia,310797,自己PR,pr,3
20260701,Digmedia,310798,面接,軸（業界）,5
20260701,Digmedia,310800,面接,軸（業界）,4
20260701,Digmedia,310801,面接,軸（業界）,5
20260701,Digmedia,310802,面接,軸（業界）,2
20260701,Digmedia,310805,ES,gakuchika,1
20260701,Digmedia,310806,ES,gakuchika,2
20260701,Digmedia,310809,自己PR,pr,3
20260701,Digmedia,310810,面接,軸（業界）,9
20260701,Digmedia,310813,ES,es,1
20260701,Digmedia,310815,ES,gakuchika,0
20260701,Digmedia,310819,面接,軸（業界）,1
20260701,Digmedia,310821,ES,gakuchika,3
20260701,Digmedia,310829,ES,gakuchika,11
20260701,Digmedia,310831,ES,gakuchika,1
20260701,Digmedia,310832,ES,gakuchika,3
20260701,Digmedia,310833,面接,軸（業界）,1
20260701,Digmedia,310834,自己PR,文字pr,3
20260701,Digmedia,310839,面接,軸（その他）,1
20260701,Digmedia,310840,自己PR,pr,6
20260701,Digmedia,310841,ES,gakuchika,1
20260701,Digmedia,310842,ES,gakuchika,4
20260701,Digmedia,310843,ES,gakuchika,1
20260701,Digmedia,310844,自己PR,pr,2
20260701,Digmedia,310845,面接,軸（その他）,1
20260701,Digmedia,310848,面接,軸（業界）,9
20260701,Digmedia,310850,面接,軸（業界）,1
20260701,Digmedia,310856,志望動機,志望動機,1
20260701,Digmedia,310860,志望動機,志望動機,2
20260701,Digmedia,310862,面接,軸（業界）,3
20260701,Digmedia,310864,面接,軸（業界）,8
20260701,Digmedia,310865,自己PR,pr,1
20260701,Digmedia,310866,自己PR,文字pr,2
20260701,Digmedia,310867,自己PR,pr,5
20260701,Digmedia,310869,自己PR,pr,4
20260701,Digmedia,310870,志望動機,志望動機,9
20260701,Digmedia,310872,志望動機,志望動機,3
20260701,Digmedia,310874,自己PR,pr,1
20260701,Digmedia,310876,ES,gakuchika,0
20260701,Digmedia,310877,面接,軸（その他）,0
20260701,Digmedia,310880,テスト,test,2
20260701,Digmedia,310881,ES,gakuchika,1
20260701,Digmedia,310883,ES,es,43
20260701,Digmedia,310884,自己PR,pr,1
20260701,Digmedia,310885,面接,軸（その他）,3
20260701,Digmedia,310887,面接,軸（業界）,2
20260701,Digmedia,310888,自己PR,pr,1
20260701,Digmedia,310894,ES,es,17
20260701,Digmedia,310898,面接,軸（業界）,1
20260701,Digmedia,310900,テスト,test,1
20260701,Digmedia,310903,志望動機,志望動機,1
20260701,Digmedia,310906,ES,es,17
20260701,Digmedia,310907,自己PR,pr,1
20260701,Digmedia,310908,ES,es,2
20260701,Digmedia,310911,ES,es,1
20260701,Digmedia,310912,テスト,test,6
20260701,Digmedia,310914,自己PR,文字pr,4
20260701,Digmedia,310915,自己PR,文字pr,4
20260701,Digmedia,310917,自己PR,文字pr,1
20260701,Digmedia,310922,自己PR,pr,1
20260701,Digmedia,310924,ES,es,5
20260701,Digmedia,310927,自己PR,pr,6
20260701,Digmedia,310930,志望動機,志望動機,2
20260701,Digmedia,310931,志望動機,志望動機,2
20260701,Digmedia,310935,志望動機,志望動機,1
20260701,Digmedia,310939,ES,esチーム,18
20260701,Digmedia,310948,面接,面接2,2
20260701,Digmedia,310950,ES,es,1
20260701,Digmedia,310956,面接,面接2,1
20260701,Digmedia,310961,志望動機,業界,1
20260701,Digmedia,310967,面接,面接2,1
20260701,Digmedia,310977,自己PR,ツールpr,2
20260701,Digmedia,310980,ES,ガクチカ作成,3
20260701,Digmedia,310989,志望動機,業界,7
20260701,Digmedia,310990,志望動機,業界,1
20260701,Digmedia,310993,ES,gakuchika,1
20260701,Digmedia,310996,志望動機,志望動機,1
20260701,Digmedia,310997,ES,es,1
20260701,Digmedia,311001,志望動機,志望動機,5
20260701,Digmedia,311008,ES,es,1
20260701,Digmedia,311011,自己PR,mbti,5
20260701,Digmedia,311014,自己PR,mbti,1
20260701,Digmedia,311015,自己PR,mbti,2
20260701,Digmedia,311016,自己PR,mbti,4
20260701,Digmedia,311017,自己PR,mbti,14
20260701,Digmedia,311026,自己PR,pr,2
20260701,Digmedia,311044,ES,es,1
20260701,Digmedia,311049,ES,es,1
20260701,Digmedia,311050,面接,軸（その他）,1
20260701,Digmedia,311052,志望動機,志望動機,2
20260701,Digmedia,311055,自己PR,pr,7
20260701,Digmedia,311057,志望動機,志望動機,7
20260701,Digmedia,311059,ES,gakuchika,1
20260701,Digmedia,311062,ES,es,1
20260701,Digmedia,311069,面接,面接1,1
20260701,Digmedia,311075,志望動機,志望動機,6
20260701,Digmedia,311079,面接,面接1,3
20260701,Digmedia,311081,面接,軸（その他）,4
20260701,Digmedia,311092,ES,es,10
20260701,Digmedia,311100,自己PR,pr,13
20260701,Digmedia,311102,志望動機,理系,1
20260701,Digmedia,311103,3年生,Internship,1
20260701,Digmedia,311104,ES,es挑戦したこと,1
20260701,Digmedia,311109,自己PR,pr,3
20260701,Digmedia,311113,志望動機,志望動機,2
20260701,Digmedia,311120,面接,軸（その他）,1
20260701,Digmedia,311122,面接,軸（業界）,27
20260701,Digmedia,311123,志望動機,志望動機,1
20260701,Digmedia,311124,志望動機,志望動機,1
20260701,Digmedia,311125,ES,ガクチカ作成,4
20260701,Digmedia,311129,志望動機,志望動機,5
20260701,Digmedia,311132,志望動機,志望動機,1
20260701,Digmedia,311136,志望動機,志望動機,2
20260701,Digmedia,311139,自己PR,pr,1
20260701,Digmedia,311143,志望動機,理系,1
20260701,Digmedia,311147,自己PR,mbti,1
20260701,Digmedia,311151,志望動機,理系,1
20260701,Digmedia,311155,志望動機,志望動機作成,1
20260701,Digmedia,311161,ES,gakuchika,1
20260701,Digmedia,311162,ES,gakuchika,1
20260701,Digmedia,311163,ES,gakuchika,3
20260701,Digmedia,311170,面接,軸（業界）,1
20260701,Digmedia,311171,ES,es,1
20260701,Digmedia,311174,ES,es,7
20260701,Digmedia,311177,ES,es,2
20260701,Digmedia,311182,志望動機,Tscore,9
20260701,Digmedia,311187,志望動機,志望動機,1
20260701,Digmedia,311189,志望動機,志望動機,1
20260701,Digmedia,311196,自己PR,mbti,3
20260701,Digmedia,311198,自己PR,mbti,1
20260701,Digmedia,311201,自己PR,mbti,4
20260701,Digmedia,311202,自己PR,mbti,1
20260701,Digmedia,311205,自己PR,文字pr,1
20260701,Digmedia,311206,自己PR,mbti,7
20260701,Digmedia,311208,自己PR,pr,1
20260701,Digmedia,311209,ES,es,4
20260701,Digmedia,311210,ES,es,7
20260701,Digmedia,311211,面接,軸（その他）,3
20260701,Digmedia,311212,自己PR,pr,2
20260701,Digmedia,311214,自己PR,pr,5
20260701,Digmedia,311215,自己PR,pr,2
20260701,Digmedia,311217,自己PR,pr,1
20260701,Digmedia,311218,自己PR,pr,2
20260701,Digmedia,311225,ES,es,1
20260701,Digmedia,311227,志望動機,志望動機,17
20260701,Digmedia,311230,自己PR,pr,1
20260701,Digmedia,311232,自己PR,pr,1
20260701,Digmedia,311235,自己PR,pr,2
20260701,Digmedia,311237,志望動機,志望動機,2
20260701,Digmedia,311240,志望動機,Tscore,4
20260701,Digmedia,311241,面接,軸（その他）,7
20260701,Digmedia,311244,志望動機,志望動機,1
20260701,Digmedia,311245,面接,軸（業界）,3
20260701,Digmedia,311246,面接,軸（業界）,1
20260701,Digmedia,311249,ES,gakuchika,8
20260701,Digmedia,311255,ES,gakuchika,0
20260701,Digmedia,311258,自己PR,pr,1
20260701,Digmedia,311263,ES,gakuchika,6
20260701,Digmedia,311267,志望動機,志望動機作成,5
20260701,Digmedia,311268,自己PR,pr,7
20260701,Digmedia,311273,自己PR,pr,5
20260701,Digmedia,311276,面接,面接1,1
20260701,Digmedia,311278,面接,面接2,1
20260701,Digmedia,311279,面接,軸（その他）,1
20260701,Digmedia,311281,3年生,Season,1
20260701,Digmedia,311288,志望動機,志望動機,5
20260701,Digmedia,311289,志望動機,志望動機,2
20260701,Digmedia,311290,志望動機,志望動機,1
20260701,Digmedia,311291,面接,軸（その他）,6
20260701,Digmedia,311295,自己PR,pr,1
20260701,Digmedia,311298,志望動機,理系,1
20260701,Digmedia,311301,自己PR,pr,1
20260701,Digmedia,311302,自己PR,pr,3
20260701,Digmedia,311303,自己PR,pr,8
20260701,Digmedia,311306,面接,面接2,2
20260701,Digmedia,311307,面接,面接2,52
20260701,Digmedia,311312,面接,面接2,9
20260701,Digmedia,311313,志望動機,志望動機,13
20260701,Digmedia,311317,未設定,未設定,1
20260701,Digmedia,311321,面接,面接2,2
20260701,Digmedia,311324,面接,面接2,6
20260701,Digmedia,311326,ES,gakuchika,2
20260701,Digmedia,311330,ES,es,1
20260701,Digmedia,311332,ES,es,1
20260701,Digmedia,311345,志望動機,志望動機,3
20260701,Digmedia,311346,ES,gakuchika,1
20260701,Digmedia,311347,ES,gakuchika,3
20260701,Digmedia,311353,面接,面接2,1
20260701,Digmedia,311362,志望動機,志望動機,3
20260701,Digmedia,311363,志望動機,志望動機,10
20260701,Digmedia,311367,志望動機,業界,2
20260701,Digmedia,311372,面接,面接1,1
20260701,Digmedia,311375,自己PR,pr,3
20260701,Digmedia,311376,ES,gakuchika,1
20260701,Digmedia,311380,ES,gakuchika,1
20260701,Digmedia,311382,ES,gakuchika,8
20260701,Digmedia,311387,ES,es,5
20260701,Digmedia,311392,面接,面接1,1
20260701,Digmedia,311393,面接,面接1,9
20260701,Digmedia,311394,面接,面接2,4
20260701,Digmedia,311398,面接,面接2,1
20260701,Digmedia,311399,面接,面接2,6
20260701,Digmedia,311405,志望動機,志望動機,2
20260701,Digmedia,311406,3年生,Season,2
20260701,Digmedia,311408,ES,es,2
20260701,Digmedia,311412,志望動機,志望動機,2
20260701,Digmedia,311413,3年生,Season,14
20260701,Digmedia,311415,3年生,Internship,3
20260701,Digmedia,311418,志望動機,志望動機,1
20260701,Digmedia,311421,3年生,Internship,10
20260701,Digmedia,311424,3年生,Internship,5
20260701,Digmedia,311425,志望動機,志望動機,3
20260701,Digmedia,311427,自己PR,pr,2
20260701,Digmedia,311429,志望動機,志望動機,5
20260701,Digmedia,311430,面接,面接2,21
20260701,Digmedia,311432,志望動機,業界,1
20260701,Digmedia,311433,面接,面接2,3
20260701,Digmedia,311434,面接,軸（その他）,5
20260701,Digmedia,311436,面接,面接2,6
20260701,Digmedia,311440,面接,面接2,15
20260701,Digmedia,311441,ES,gakuchika,5
20260701,Digmedia,311442,3年生,Season,3
20260701,Digmedia,311450,面接,面接2,1
20260701,Digmedia,311452,志望動機,志望動機,1
20260701,Digmedia,311453,志望動機,業界,12
20260701,Digmedia,311455,志望動機,志望動機,3
20260701,Digmedia,311456,ES,es,1
20260701,Digmedia,311458,ES,gakuchika,4
20260701,Digmedia,311461,自己PR,mbti,9
20260701,Digmedia,311462,自己PR,mbti,16
20260701,Digmedia,311463,自己PR,mbti,13
20260701,Digmedia,311465,自己PR,mbti,3
20260701,Digmedia,311466,自己PR,mbti,1
20260701,Digmedia,311467,自己PR,mbti,2
20260701,Digmedia,311468,ES,es,3
20260701,Digmedia,311471,志望動機,志望動機,1
20260701,Digmedia,311472,志望動機,志望動機,1
20260701,Digmedia,311476,ES,gakuchika,1
20260701,Digmedia,311477,志望動機,業界,1
20260701,Digmedia,311481,志望動機,志望動機,11
20260701,Digmedia,311484,ES,es,1
20260701,Digmedia,311486,ES,es,1
20260701,Digmedia,311487,ES,es,7
20260701,Digmedia,311488,ES,es,3
20260701,Digmedia,311489,ES,es,1
20260701,Digmedia,311490,ES,gakuchika,2
20260701,Digmedia,311495,面接,面接1,1
20260701,Digmedia,311496,志望動機,業界,1
20260701,Digmedia,311497,自己PR,pr,4
20260701,Digmedia,311498,ES,gakuchika,1
20260701,Digmedia,311507,面接,面接2,2
20260701,Digmedia,311509,志望動機,理系,5
20260701,Digmedia,311510,ES,es,1
20260701,Digmedia,311512,志望動機,志望動機,1
20260701,Digmedia,311514,面接,面接2,2
20260701,Digmedia,311515,ES,es,2
20260701,Digmedia,311517,面接,面接2,2
20260701,Digmedia,311519,志望動機,志望動機,1
20260701,Digmedia,311520,ES,es,1
20260701,Digmedia,311521,志望動機,志望動機,1
20260701,Digmedia,311525,面接,面接2,6
20260701,Digmedia,311526,面接,面接2,2
20260701,Digmedia,311527,志望動機,志望動機,2
20260701,Digmedia,311528,自己PR,mbti,1
20260701,Digmedia,311530,志望動機,業界,5
20260701,Digmedia,311531,3年生,Internship,1
20260701,Digmedia,311533,志望動機,理系,9
20260701,Digmedia,311534,3年生,Information,1
20260701,Digmedia,311536,自己PR,mbti,1
20260701,Digmedia,311537,自己PR,mbti,1
20260701,Digmedia,311538,自己PR,mbti,4
20260701,Digmedia,311539,自己PR,mbti,9
20260701,Digmedia,311541,ES,gakuchika,1
20260701,Digmedia,311542,志望動機,理系,1
20260701,Digmedia,311543,志望動機,理系,2
20260701,Digmedia,311544,志望動機,業界,2
20260701,Digmedia,311546,面接,面接2,2
20260701,Digmedia,311548,自己PR,mbti,8
20260701,Digmedia,311549,自己PR,mbti,8
20260701,Digmedia,311550,自己PR,mbti,3
20260701,Digmedia,311551,自己PR,mbti,8
20260701,Digmedia,311554,志望動機,志望動機,1
20260701,Digmedia,311556,自己PR,mbti,4
20260701,Digmedia,311557,自己PR,mbti,7
20260701,Digmedia,311558,自己PR,mbti,3
20260701,Digmedia,311559,自己PR,mbti,2
20260701,Digmedia,311564,志望動機,Tscore,2
20260701,Digmedia,311565,志望動機,Tscore,2
20260701,Digmedia,311566,志望動機,Tscore,1
20260701,Digmedia,311567,ES,gakuchika,4
20260701,Digmedia,311568,自己PR,mbti,5
20260701,Digmedia,311569,自己PR,mbti,1
20260701,Digmedia,311570,自己PR,mbti,6
20260701,Digmedia,311573,自己PR,mbti,3
20260701,Digmedia,311574,志望動機,志望動機,1
20260701,Digmedia,311576,志望動機,理系,0
20260701,Digmedia,311585,ES,es,3
20260701,Digmedia,311586,面接,gd,1
20260701,Digmedia,311587,ES,gakuchika,1
